,case_id,activity,resource,start_timestamp,lifecycle:transition_start,end_timestamp,lifecycle:transition_end
102280,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:52:37.203000+00:00,START,2012-02-09 19:52:35.490000+00:00,COMPLETE
102281,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:52:37.203000+00:00,START,2012-02-10 20:23:16.239000+00:00,COMPLETE
102282,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:52:37.203000+00:00,START,2012-02-11 12:53:57.509000+00:00,COMPLETE
102283,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:52:37.203000+00:00,START,2012-02-11 12:58:04.248000+00:00,COMPLETE
102284,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:57:44.767000+00:00,START,2012-02-09 19:52:35.490000+00:00,COMPLETE
102285,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:57:44.767000+00:00,START,2012-02-10 20:23:16.239000+00:00,COMPLETE
102286,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:57:44.767000+00:00,START,2012-02-11 12:53:57.509000+00:00,COMPLETE
102287,202740,W_Nabellen incomplete dossiers,11181,2012-02-11 12:57:44.767000+00:00,START,2012-02-11 12:58:04.248000+00:00,COMPLETE
102288,202740,W_Nabellen incomplete dossiers,10982,2012-02-13 14:35:35.303000+00:00,START,2012-02-13 14:36:29.675000+00:00,COMPLETE
102289,202740,W_Nabellen incomplete dossiers,10982,2012-02-13 14:35:35.303000+00:00,START,2012-02-13 16:26:42.105000+00:00,COMPLETE
102290,202740,W_Nabellen incomplete dossiers,10982,2012-02-13 16:26:21.778000+00:00,START,2012-02-13 14:36:29.675000+00:00,COMPLETE
102291,202740,W_Nabellen incomplete dossiers,10982,2012-02-13 16:26:21.778000+00:00,START,2012-02-13 16:26:42.105000+00:00,COMPLETE
102292,202740,W_Nabellen incomplete dossiers,11003,2012-02-14 11:43:52.938000+00:00,START,2012-02-14 11:46:39.275000+00:00,COMPLETE
102293,202740,W_Nabellen incomplete dossiers,11003,2012-02-14 11:43:52.938000+00:00,START,2012-02-14 11:55:24.260000+00:00,COMPLETE
102294,202740,W_Nabellen incomplete dossiers,11003,2012-02-14 11:54:37.253000+00:00,START,2012-02-14 11:46:39.275000+00:00,COMPLETE
102295,202740,W_Nabellen incomplete dossiers,11003,2012-02-14 11:54:37.253000+00:00,START,2012-02-14 11:55:24.260000+00:00,COMPLETE
102296,202740,W_Nabellen incomplete dossiers,11000,2012-02-14 16:37:38.892000+00:00,START,2012-02-10 11:37:30.642000+00:00,COMPLETE
102297,202740,W_Nabellen incomplete dossiers,11000,2012-02-14 16:37:38.892000+00:00,START,2012-02-14 16:38:39.924000+00:00,COMPLETE
102298,202740,W_Nabellen incomplete dossiers,10861,2012-02-14 20:13:16.554000+00:00,START,2012-02-14 20:13:52.866000+00:00,COMPLETE
102299,202740,W_Nabellen incomplete dossiers,11259,2012-02-16 11:01:36.832000+00:00,START,2012-02-16 11:03:39.001000+00:00,COMPLETE
102300,202740,W_Nabellen incomplete dossiers,11259,2012-02-16 11:01:36.832000+00:00,START,2012-02-21 13:42:27.429000+00:00,COMPLETE
102301,202740,W_Nabellen incomplete dossiers,10809,2012-02-16 16:36:51.267000+00:00,START,2012-02-16 16:37:41.077000+00:00,COMPLETE
102302,202740,W_Nabellen incomplete dossiers,10935,2012-02-20 10:35:26.634000+00:00,START,2012-02-20 11:39:31.028000+00:00,COMPLETE
102303,202740,W_Nabellen incomplete dossiers,10913,2012-02-20 13:16:21.661000+00:00,START,2012-02-20 13:16:37.552000+00:00,COMPLETE
102304,202740,W_Nabellen incomplete dossiers,10913,2012-02-20 13:16:21.661000+00:00,START,2012-02-20 14:09:10.245000+00:00,COMPLETE
102305,202740,W_Nabellen incomplete dossiers,10913,2012-02-20 14:03:16.644000+00:00,START,2012-02-20 13:16:37.552000+00:00,COMPLETE
102306,202740,W_Nabellen incomplete dossiers,10913,2012-02-20 14:03:16.644000+00:00,START,2012-02-20 14:09:10.245000+00:00,COMPLETE
102307,202740,W_Nabellen incomplete dossiers,10932,2012-02-21 12:43:56.396000+00:00,START,2012-02-21 12:46:19.365000+00:00,COMPLETE
102308,202740,W_Nabellen incomplete dossiers,11259,2012-02-21 13:41:23.750000+00:00,START,2012-02-16 11:03:39.001000+00:00,COMPLETE
102309,202740,W_Nabellen incomplete dossiers,11259,2012-02-21 13:41:23.750000+00:00,START,2012-02-21 13:42:27.429000+00:00,COMPLETE
102310,202740,W_Valideren aanvraag,11289,2012-02-21 13:58:37.103000+00:00,START,2012-02-08 16:55:50.096000+00:00,COMPLETE
102311,202740,W_Valideren aanvraag,11289,2012-02-21 13:58:37.103000+00:00,START,2012-02-21 14:54:24.703000+00:00,COMPLETE
102312,202740,W_Valideren aanvraag,10972,2012-02-21 15:42:21.475000+00:00,START,2012-02-21 15:44:11.843000+00:00,COMPLETE
102377,202782,W_Afhandelen leads,11002,2012-01-21 12:50:29.381000+00:00,START,2012-01-21 12:50:36.412000+00:00,COMPLETE
102378,202782,W_Afhandelen leads,10912,2012-01-21 13:39:21.560000+00:00,START,2012-01-21 13:40:26.479000+00:00,COMPLETE
102390,202788,W_Afhandelen leads,10912,2012-01-21 12:50:30.494000+00:00,START,2012-01-21 12:54:57.826000+00:00,COMPLETE
102391,202788,W_Afhandelen leads,10912,2012-01-21 12:50:30.494000+00:00,START,2012-01-21 13:39:14.675000+00:00,COMPLETE
102392,202788,W_Afhandelen leads,10912,2012-01-21 13:37:50.965000+00:00,START,2012-01-21 12:54:57.826000+00:00,COMPLETE
102393,202788,W_Afhandelen leads,10912,2012-01-21 13:37:50.965000+00:00,START,2012-01-21 13:39:14.675000+00:00,COMPLETE
102640,202887,W_Afhandelen leads,10889,2012-01-23 09:24:33.453000+00:00,START,2012-01-23 09:26:27.723000+00:00,COMPLETE
102641,202887,W_Completeren aanvraag,10932,2012-01-23 12:49:40.276000+00:00,START,2012-01-23 12:51:52.128000+00:00,COMPLETE
102672,202896,W_Completeren aanvraag,10910,2012-01-23 09:47:12.189000+00:00,START,2012-01-23 09:49:21.133000+00:00,COMPLETE
102673,202896,W_Completeren aanvraag,11201,2012-01-23 09:52:45.629000+00:00,START,2012-01-23 09:55:02.193000+00:00,COMPLETE
102674,202896,W_Completeren aanvraag,10881,2012-01-23 20:04:08.926000+00:00,START,2012-01-23 20:05:20.107000+00:00,COMPLETE
102675,202896,W_Completeren aanvraag,11179,2012-01-25 10:19:52.917000+00:00,START,2012-01-25 10:22:41.803000+00:00,COMPLETE
102676,202896,W_Completeren aanvraag,11179,2012-01-25 10:19:52.917000+00:00,START,2012-01-25 11:07:42.537000+00:00,COMPLETE
102677,202896,W_Completeren aanvraag,11179,2012-01-25 10:19:52.917000+00:00,START,2012-01-25 13:38:25.752000+00:00,COMPLETE
102678,202896,W_Completeren aanvraag,11179,2012-01-25 10:19:52.917000+00:00,START,2012-02-01 09:52:59.353000+00:00,COMPLETE
102679,202896,W_Completeren aanvraag,11179,2012-01-25 11:06:25.317000+00:00,START,2012-01-25 10:22:41.803000+00:00,COMPLETE
102680,202896,W_Completeren aanvraag,11179,2012-01-25 11:06:25.317000+00:00,START,2012-01-25 11:07:42.537000+00:00,COMPLETE
102681,202896,W_Completeren aanvraag,11179,2012-01-25 11:06:25.317000+00:00,START,2012-01-25 13:38:25.752000+00:00,COMPLETE
102682,202896,W_Completeren aanvraag,11179,2012-01-25 11:06:25.317000+00:00,START,2012-02-01 09:52:59.353000+00:00,COMPLETE
102683,202896,W_Completeren aanvraag,11179,2012-01-25 13:37:28.199000+00:00,START,2012-01-25 10:22:41.803000+00:00,COMPLETE
102684,202896,W_Completeren aanvraag,11179,2012-01-25 13:37:28.199000+00:00,START,2012-01-25 11:07:42.537000+00:00,COMPLETE
102685,202896,W_Completeren aanvraag,11179,2012-01-25 13:37:28.199000+00:00,START,2012-01-25 13:38:25.752000+00:00,COMPLETE
102686,202896,W_Completeren aanvraag,11179,2012-01-25 13:37:28.199000+00:00,START,2012-02-01 09:52:59.353000+00:00,COMPLETE
102687,202896,W_Completeren aanvraag,11119,2012-01-25 20:17:24.385000+00:00,START,2012-01-25 20:18:52.154000+00:00,COMPLETE
102688,202896,W_Completeren aanvraag,11119,2012-01-25 20:17:24.385000+00:00,START,2012-01-30 20:47:59.669000+00:00,COMPLETE
102689,202896,W_Completeren aanvraag,11181,2012-01-26 19:45:40.658000+00:00,START,2012-01-26 19:45:50.195000+00:00,COMPLETE
102690,202896,W_Completeren aanvraag,11181,2012-01-26 19:45:40.658000+00:00,START,2012-01-26 20:07:44.782000+00:00,COMPLETE
102691,202896,W_Completeren aanvraag,11181,2012-01-26 20:07:26.519000+00:00,START,2012-01-26 19:45:50.195000+00:00,COMPLETE
102692,202896,W_Completeren aanvraag,11181,2012-01-26 20:07:26.519000+00:00,START,2012-01-26 20:07:44.782000+00:00,COMPLETE
102693,202896,W_Completeren aanvraag,11002,2012-01-26 20:11:47.377000+00:00,START,2012-01-26 20:13:20.011000+00:00,COMPLETE
102694,202896,W_Completeren aanvraag,11203,2012-01-28 10:51:00.352000+00:00,START,2012-01-28 10:52:05.809000+00:00,COMPLETE
102695,202896,W_Completeren aanvraag,11119,2012-01-30 20:46:19.853000+00:00,START,2012-01-25 20:18:52.154000+00:00,COMPLETE
102696,202896,W_Completeren aanvraag,11119,2012-01-30 20:46:19.853000+00:00,START,2012-01-30 20:47:59.669000+00:00,COMPLETE
102697,202896,W_Completeren aanvraag,11179,2012-02-01 09:49:20.150000+00:00,START,2012-01-25 10:22:41.803000+00:00,COMPLETE
102698,202896,W_Completeren aanvraag,11179,2012-02-01 09:49:20.150000+00:00,START,2012-01-25 11:07:42.537000+00:00,COMPLETE
102699,202896,W_Completeren aanvraag,11179,2012-02-01 09:49:20.150000+00:00,START,2012-01-25 13:38:25.752000+00:00,COMPLETE
102700,202896,W_Completeren aanvraag,11179,2012-02-01 09:49:20.150000+00:00,START,2012-02-01 09:52:59.353000+00:00,COMPLETE
103039,202992,W_Completeren aanvraag,10910,2012-01-23 10:44:57.093000+00:00,START,2012-01-23 10:46:08.936000+00:00,COMPLETE
103040,202992,W_Completeren aanvraag,11019,2012-01-23 16:42:18.755000+00:00,START,2012-01-23 16:44:12.763000+00:00,COMPLETE
103041,202992,W_Completeren aanvraag,11119,2012-01-23 19:32:18.677000+00:00,START,2012-01-23 19:44:41.252000+00:00,COMPLETE
103105,203019,W_Completeren aanvraag,10910,2012-01-23 11:09:22.455000+00:00,START,2012-01-23 11:11:14.246000+00:00,COMPLETE
103106,203019,W_Completeren aanvraag,11019,2012-01-23 18:06:32.060000+00:00,START,2012-01-23 18:08:52.847000+00:00,COMPLETE
103107,203019,W_Completeren aanvraag,11003,2012-01-24 14:13:24.411000+00:00,START,2012-01-24 14:17:28.611000+00:00,COMPLETE
103108,203019,W_Completeren aanvraag,11003,2012-01-24 14:13:24.411000+00:00,START,2012-02-14 18:08:13.985000+00:00,COMPLETE
103109,203019,W_Completeren aanvraag,11003,2012-01-24 14:13:24.411000+00:00,START,2012-02-22 09:15:08.862000+00:00,COMPLETE
103110,203019,W_Completeren aanvraag,10863,2012-01-24 20:24:36.829000+00:00,START,2012-01-24 20:30:48.812000+00:00,COMPLETE
103111,203019,W_Completeren aanvraag,11169,2012-01-25 11:35:42.473000+00:00,START,2012-01-25 11:38:02.209000+00:00,COMPLETE
103112,203019,W_Completeren aanvraag,11119,2012-01-25 20:16:19.363000+00:00,START,2012-01-25 20:17:17.580000+00:00,COMPLETE
103113,203019,W_Completeren aanvraag,11119,2012-01-25 20:16:19.363000+00:00,START,2012-01-30 20:53:33.551000+00:00,COMPLETE
103114,203019,W_Completeren aanvraag,10982,2012-01-26 19:25:53.634000+00:00,START,2012-01-26 19:27:00.507000+00:00,COMPLETE
103115,203019,W_Completeren aanvraag,11181,2012-01-27 14:00:37.654000+00:00,START,2012-01-27 14:01:23.893000+00:00,COMPLETE
103116,203019,W_Completeren aanvraag,11203,2012-01-28 10:52:15.297000+00:00,START,2012-01-28 10:52:28.368000+00:00,COMPLETE
103117,203019,W_Completeren aanvraag,11203,2012-01-28 10:52:15.297000+00:00,START,2012-01-28 11:19:13.851000+00:00,COMPLETE
103118,203019,W_Completeren aanvraag,11203,2012-01-28 11:17:43.168000+00:00,START,2012-01-28 10:52:28.368000+00:00,COMPLETE
103119,203019,W_Completeren aanvraag,11203,2012-01-28 11:17:43.168000+00:00,START,2012-01-28 11:19:13.851000+00:00,COMPLETE
103120,203019,W_Completeren aanvraag,11119,2012-01-30 20:50:22.502000+00:00,START,2012-01-25 20:17:17.580000+00:00,COMPLETE
103121,203019,W_Completeren aanvraag,11119,2012-01-30 20:50:22.502000+00:00,START,2012-01-30 20:53:33.551000+00:00,COMPLETE
103122,203019,W_Completeren aanvraag,11003,2012-02-14 18:07:53.583000+00:00,START,2012-01-24 14:17:28.611000+00:00,COMPLETE
103123,203019,W_Completeren aanvraag,11003,2012-02-14 18:07:53.583000+00:00,START,2012-02-14 18:08:13.985000+00:00,COMPLETE
103124,203019,W_Completeren aanvraag,11003,2012-02-14 18:07:53.583000+00:00,START,2012-02-22 09:15:08.862000+00:00,COMPLETE
103128,203028,W_Afhandelen leads,10910,2012-01-23 09:22:46.031000+00:00,START,2012-01-23 09:23:14.466000+00:00,COMPLETE
103251,203064,W_Afhandelen leads,10889,2012-01-23 09:15:44.558000+00:00,START,2012-01-23 09:19:43.062000+00:00,COMPLETE
103252,203064,W_Afhandelen leads,10910,2012-01-23 09:21:37.912000+00:00,START,2012-01-23 09:22:43.181000+00:00,COMPLETE
103253,203064,W_Completeren aanvraag,10910,2012-01-23 12:46:13.690000+00:00,START,2012-01-23 12:47:59.546000+00:00,COMPLETE
103254,203064,W_Completeren aanvraag,11019,2012-01-23 14:49:18.803000+00:00,START,2012-01-23 14:53:44.401000+00:00,COMPLETE
103255,203064,W_Completeren aanvraag,11019,2012-01-23 14:49:18.803000+00:00,START,2012-01-23 15:05:56.190000+00:00,COMPLETE
103256,203064,W_Completeren aanvraag,11019,2012-01-23 14:55:33.537000+00:00,START,2012-01-23 14:53:44.401000+00:00,COMPLETE
103257,203064,W_Completeren aanvraag,11019,2012-01-23 14:55:33.537000+00:00,START,2012-01-23 15:05:56.190000+00:00,COMPLETE
103258,203064,W_Nabellen offertes,10909,2012-01-28 16:39:12.916000+00:00,START,2012-01-28 17:02:02.720000+00:00,COMPLETE
103259,203064,W_Nabellen offertes,11201,2012-01-30 14:22:42.887000+00:00,START,2012-01-30 14:23:45.048000+00:00,COMPLETE
103260,203064,W_Nabellen offertes,10933,2012-01-31 12:53:34.260000+00:00,START,2012-01-31 12:57:00.601000+00:00,COMPLETE
103261,203064,W_Nabellen offertes,11259,2012-02-01 16:40:56.841000+00:00,START,2012-02-01 16:41:18.327000+00:00,COMPLETE
103262,203064,W_Valideren aanvraag,11289,2012-02-06 13:08:27.574000+00:00,START,2012-02-06 13:49:56.859000+00:00,COMPLETE
103614,203155,W_Completeren aanvraag,11019,2012-01-23 15:48:32.192000+00:00,START,2012-01-23 15:50:30.907000+00:00,COMPLETE
103615,203155,W_Completeren aanvraag,11019,2012-01-23 15:48:32.192000+00:00,START,2012-01-23 16:10:04.795000+00:00,COMPLETE
103616,203155,W_Completeren aanvraag,11019,2012-01-23 16:01:56.444000+00:00,START,2012-01-23 15:50:30.907000+00:00,COMPLETE
103617,203155,W_Completeren aanvraag,11019,2012-01-23 16:01:56.444000+00:00,START,2012-01-23 16:10:04.795000+00:00,COMPLETE
103618,203155,W_Nabellen offertes,11181,2012-01-28 16:53:11.995000+00:00,START,2012-01-28 16:55:03.914000+00:00,COMPLETE
103619,203155,W_Nabellen offertes,10982,2012-01-30 13:10:02.146000+00:00,START,2012-01-30 13:16:33.330000+00:00,COMPLETE
103620,203155,W_Nabellen offertes,11259,2012-02-02 13:16:08.846000+00:00,START,2012-02-02 13:16:24.672000+00:00,COMPLETE
103621,203155,W_Valideren aanvraag,10138,2012-02-07 10:20:37.450000+00:00,START,2012-02-07 10:29:06.663000+00:00,COMPLETE
103707,203170,W_Afhandelen leads,10910,2012-01-23 11:11:22.328000+00:00,START,2012-01-23 11:11:44.538000+00:00,COMPLETE
103708,203170,W_Afhandelen leads,10910,2012-01-23 11:11:22.328000+00:00,START,2012-01-23 11:37:00.076000+00:00,COMPLETE
103709,203170,W_Afhandelen leads,10910,2012-01-23 11:11:22.328000+00:00,START,2012-01-23 12:28:18.308000+00:00,COMPLETE
103710,203170,W_Afhandelen leads,10910,2012-01-23 11:36:58.149000+00:00,START,2012-01-23 11:11:44.538000+00:00,COMPLETE
103711,203170,W_Afhandelen leads,10910,2012-01-23 11:36:58.149000+00:00,START,2012-01-23 11:37:00.076000+00:00,COMPLETE
103712,203170,W_Afhandelen leads,10910,2012-01-23 11:36:58.149000+00:00,START,2012-01-23 12:28:18.308000+00:00,COMPLETE
103713,203170,W_Afhandelen leads,10910,2012-01-23 12:27:14.485000+00:00,START,2012-01-23 11:11:44.538000+00:00,COMPLETE
103714,203170,W_Afhandelen leads,10910,2012-01-23 12:27:14.485000+00:00,START,2012-01-23 11:37:00.076000+00:00,COMPLETE
103715,203170,W_Afhandelen leads,10910,2012-01-23 12:27:14.485000+00:00,START,2012-01-23 12:28:18.308000+00:00,COMPLETE
104053,203275,W_Afhandelen leads,10982,2012-01-23 16:12:14.339000+00:00,START,2012-01-23 16:12:51.847000+00:00,COMPLETE
104054,203275,W_Afhandelen leads,10982,2012-01-23 16:12:14.339000+00:00,START,2012-01-23 17:13:48.228000+00:00,COMPLETE
104055,203275,W_Afhandelen leads,10982,2012-01-23 17:13:08.565000+00:00,START,2012-01-23 16:12:51.847000+00:00,COMPLETE
104056,203275,W_Afhandelen leads,10982,2012-01-23 17:13:08.565000+00:00,START,2012-01-23 17:13:48.228000+00:00,COMPLETE
104057,203275,W_Completeren aanvraag,10881,2012-01-23 18:28:20.773000+00:00,START,2012-01-23 18:34:14.631000+00:00,COMPLETE
104058,203275,W_Completeren aanvraag,10881,2012-01-23 18:28:20.773000+00:00,START,2012-01-23 18:39:27.204000+00:00,COMPLETE
104059,203275,W_Completeren aanvraag,10881,2012-01-23 18:34:20.258000+00:00,START,2012-01-23 18:34:14.631000+00:00,COMPLETE
104060,203275,W_Completeren aanvraag,10881,2012-01-23 18:34:20.258000+00:00,START,2012-01-23 18:39:27.204000+00:00,COMPLETE
104255,203305,W_Afhandelen leads,10861,2012-01-23 17:54:14.575000+00:00,START,2012-01-23 17:55:35.177000+00:00,COMPLETE
104256,203305,W_Completeren aanvraag,10881,2012-01-23 19:53:28.261000+00:00,START,2012-01-23 19:55:45.522000+00:00,COMPLETE
104257,203305,W_Completeren aanvraag,10881,2012-01-23 19:53:28.261000+00:00,START,2012-01-23 20:03:15.048000+00:00,COMPLETE
104258,203305,W_Completeren aanvraag,10881,2012-01-23 19:55:49.636000+00:00,START,2012-01-23 19:55:45.522000+00:00,COMPLETE
104259,203305,W_Completeren aanvraag,10881,2012-01-23 19:55:49.636000+00:00,START,2012-01-23 20:03:15.048000+00:00,COMPLETE
104260,203305,W_Completeren aanvraag,11003,2012-02-14 18:02:22.768000+00:00,START,2012-02-14 18:02:44.905000+00:00,COMPLETE
104261,203305,W_Completeren aanvraag,11003,2012-02-14 18:02:22.768000+00:00,START,2012-02-23 09:15:07.437000+00:00,COMPLETE
104341,203314,W_Completeren aanvraag,10881,2012-01-23 18:10:38.532000+00:00,START,2012-01-23 18:14:41.693000+00:00,COMPLETE
104342,203314,W_Nabellen offertes,10881,2012-01-23 18:15:00.748000+00:00,START,2012-01-23 18:16:33.764000+00:00,COMPLETE
104343,203314,W_Nabellen offertes,10909,2012-01-28 16:57:22.151000+00:00,START,2012-01-28 16:58:47.641000+00:00,COMPLETE
104344,203314,W_Nabellen offertes,10889,2012-01-31 15:13:27.735000+00:00,START,2012-01-31 15:15:33.566000+00:00,COMPLETE
104345,203314,W_Nabellen offertes,10861,2012-02-01 12:20:30.638000+00:00,START,2012-02-01 12:21:30.220000+00:00,COMPLETE
104346,203314,W_Nabellen offertes,11180,2012-02-02 20:01:19.827000+00:00,START,2012-02-02 20:02:52.400000+00:00,COMPLETE
104347,203314,W_Nabellen offertes,10913,2012-02-03 20:31:07.255000+00:00,START,2012-02-03 20:38:02.432000+00:00,COMPLETE
104348,203314,W_Nabellen offertes,11009,2012-02-07 19:35:57.199000+00:00,START,2012-02-07 19:36:46.097000+00:00,COMPLETE
104349,203314,W_Nabellen offertes,11009,2012-02-07 19:35:57.199000+00:00,START,2012-02-07 20:37:09.175000+00:00,COMPLETE
104350,203314,W_Nabellen offertes,11009,2012-02-07 20:34:41.533000+00:00,START,2012-02-07 19:36:46.097000+00:00,COMPLETE
104351,203314,W_Nabellen offertes,11009,2012-02-07 20:34:41.533000+00:00,START,2012-02-07 20:37:09.175000+00:00,COMPLETE
104485,203359,W_Afhandelen leads,11122,2012-01-23 20:10:07.878000+00:00,START,2012-01-23 20:14:37.073000+00:00,COMPLETE
104486,203362,W_Completeren aanvraag,11169,2012-01-24 10:25:50.051000+00:00,START,2012-01-24 11:51:15.059000+00:00,COMPLETE
104487,203362,W_Completeren aanvraag,10881,2012-01-24 12:00:30.648000+00:00,START,2012-01-24 12:02:56.823000+00:00,COMPLETE
104488,203362,W_Completeren aanvraag,10913,2012-01-24 19:31:49.348000+00:00,START,2012-01-24 19:46:20.154000+00:00,COMPLETE
104489,203362,W_Nabellen offertes,10933,2012-01-31 12:43:37.345000+00:00,START,2012-01-31 12:46:11.495000+00:00,COMPLETE
104490,203362,W_Nabellen offertes,10933,2012-01-31 12:43:37.345000+00:00,START,2012-02-23 18:10:54.627000+00:00,COMPLETE
104491,203362,W_Nabellen offertes,10933,2012-01-31 12:43:37.345000+00:00,START,2012-02-23 18:11:49.979000+00:00,COMPLETE
104492,203362,W_Nabellen offertes,10861,2012-02-01 16:41:01.502000+00:00,START,2012-02-01 16:43:06.962000+00:00,COMPLETE
104493,203362,W_Nabellen offertes,10861,2012-02-01 16:41:01.502000+00:00,START,2012-02-01 16:43:52.687000+00:00,COMPLETE
104494,203362,W_Nabellen offertes,10861,2012-02-01 16:43:29.099000+00:00,START,2012-02-01 16:43:06.962000+00:00,COMPLETE
104495,203362,W_Nabellen offertes,10861,2012-02-01 16:43:29.099000+00:00,START,2012-02-01 16:43:52.687000+00:00,COMPLETE
104496,203362,W_Nabellen offertes,11180,2012-02-01 18:45:42.624000+00:00,START,2012-02-01 18:58:12.056000+00:00,COMPLETE
104497,203362,W_Nabellen offertes,11179,2012-02-10 12:26:56.126000+00:00,START,2012-02-10 12:27:09.214000+00:00,COMPLETE
104498,203362,W_Nabellen offertes,11203,2012-02-14 11:22:48.791000+00:00,START,2012-02-14 11:25:49.810000+00:00,COMPLETE
104499,203362,W_Nabellen offertes,10913,2012-02-17 16:44:59.771000+00:00,START,2012-02-17 16:46:01.493000+00:00,COMPLETE
104500,203362,W_Nabellen offertes,11299,2012-02-22 15:18:15.739000+00:00,START,2012-02-22 15:19:37.921000+00:00,COMPLETE
104501,203362,W_Nabellen offertes,11309,2012-02-23 16:03:40.514000+00:00,START,2012-02-23 16:07:52.663000+00:00,COMPLETE
